Id, Throughput in this window (events/second), Entire throughput for the run (events/second), Total elapsed time(s), Average latency per event (ms), Entire Average latency per event (ms), Total number of events received (non-atomic),AVG latency from start (90),AVG latency from start(95), AVG latency from start (99),AVG latency in this window(90),AVG latency in this window(95),AVG latency in this window(99)
53,55,54,97.474,83881.88,35148.313962264154,5300,4816895,6029311,7274495,7471103,7897087,8224767
54,109,54,98.387,85075.1,36072.88407407407,5400,4947967,6127615,7405567,7569407,7995391,8355839
55,54,54,100.222,85924.75,36979.28163636364,5500,5079039,6225919,7536639,7667711,8093695,8454143
56,104,55,101.18,86928.98,37871.240535714285,5600,5210111,6356991,7667711,7733247,8191999,8519679
57,54,55,103.008,88058.64,38751.72122807018,5700,5308415,6455295,7766015,7864319,8290303,8650751
58,109,55,103.919,89550.93,39627.56965517241,5800,5439487,6520831,7897087,7995391,8454143,8781823
59,55,55,105.727,91586.97,40508.23745762712,5900,5537791,6619135,7995391,8159231,8650751,8978431
60,55,55,107.537,92991.34,41382.95583333333,6000,5636095,6717439,8093695,8290303,8781823,9175039
61,109,56,108.45,94161.57,42248.17901639344,6100,5734399,6782975,8191999,8388607,8847359,9240575
62,109,56,109.362,95233.21,43102.77629032258,6200,5832703,6881279,8355839,8519679,8978431,9371647
63,54,56,111.191,96070.94,43943.54079365079,6300,5898239,6979583,8454143,8585215,9043967,9437183
64,27,55,114.804,98558.1,44796.89328125,6400,5996543,7045119,8585215,8781823,9306111,9699327
65,54,55,116.64,101468.58,45668.765384615384,6500,6094847,7143423,8716287,9043967,9568255,9961471
66,103,56,117.607,102800.61,46534.39939393939,6600,6193151,7241727,8847359,9175039,9699327,10092543
67,55,56,119.425,103340.02,47382.24447761194,6700,6258687,7340031,8978431,9240575,9764863,10158079
68,36,55,122.137,105489.37,48236.76102941176,6800,6356991,7438335,9109503,9437183,9961471,10354687
69,36,55,124.852,108702.98,49113.08304347826,6900,6422527,7569407,9240575,9699327,10223615,10682367
70,55,55,126.665,111088.23,49998.442285714285,7000,6520831,7667711,9371647,9895935,10485759,10944511
71,109,55,127.578,112594.95,50880.08323943662,7100,6619135,7798783,9568255,10027007,10616831,11075583
72,55,55,129.391,113706.01,51752.665555555555,7200,6684671,7897087,9699327,10158079,10747903,11206655
73,109,56,130.308,115205.27,52621.879315068494,7300,6782975,7995391,9895935,10289151,10878975,11337727
74,109,56,131.223,116236.27,53481.53324324324,7400,6881279,8093695,10027007,10354687,10944511,11403263
75,53,56,133.087,117114.47,54329.9724,7500,6946815,8191999,10158079,10420223,11010047,11534335
76,102,56,134.062,117751.99,55164.472631578945,7600,7012351,8323071,10289151,10485759,11075583,11599871
77,106,57,135.001,119099.99,55994.80402597402,7700,7110655,8454143,10485759,10616831,11206655,11730943
78,54,57,136.836,120361.3,56820.015512820515,7800,7176191,8519679,10551295,10747903,11337727,11796479
79,106,57,137.774,121848.38,57643.15936708861,7900,7274495,8650751,10747903,10878975,11468799,11993087
80,108,57,138.696,122606.02,58455.195125,8000,7340031,8781823,10813439,10944511,11534335,12058623
81,36,57,141.43,123887.23,59262.998024691355,8100,7438335,8847359,10944511,11075583,11665407,12189695
82,36,56,144.149,126403.4,60081.78341463415,8200,7536639,8978431,11010047,11272191,11927551,12386303
83,54,56,145.971,129265.87,60915.32662650602,8300,7602175,9043967,11141119,11534335,12189695,12713983
84,55,56,147.788,131064.98,61750.44154761905,8400,7700479,9175039,11272191,11665407,12320767,12845055
85,54,56,149.623,132677.35,62584.87576470588,8500,7798783,9306111,11403263,11862015,12517375,13041663
86,2040,57,149.672,133092.27,63404.72918604651,8600,7897087,9371647,11534335,11862015,12517375,13107199
87,54,57,151.496,133671.75,64212.396091954026,8700,7962623,9502719,11599871,11927551,12582911,13107199
88,109,57,152.407,135194.53,65019.01125,8800,8060927,9633791,11730943,12058623,12713983,13303807
89,110,58,153.315,136417.74,65821.24415730337,8900,8126463,9699327,11862015,12189695,12845055,13369343
