Id, Throughput in this window (events/second), Entire throughput for the run (events/second), Total elapsed time(s), Average latency per event (ms), Entire Average latency per event (ms), Total number of events received (non-atomic),AVG latency from start (90),AVG latency from start(95), AVG latency from start (99),AVG latency in this window(90),AVG latency in this window(95),AVG latency in this window(99)
32,102,96,33.028,21380.19,11487.6025,3200,1294335,1540095,1875967,1900543,2007039,2097151
33,1149,99,33.115,21994.44,11805.991515151514,3300,1335295,1581055,1933311,1957887,2072575,2162687
34,101,99,34.101,22824.35,12130.060882352942,3400,1368063,1622015,1990655,2031615,2146303,2244607
35,102,99,35.075,23282.97,12448.715428571428,3500,1409023,1671167,2039807,2072575,2195455,2293759
36,1333,102,35.151,23917.57,12767.294722222223,3600,1441791,1712127,2097151,2129919,2260991,2359295
37,101,102,36.136,24664.47,13088.84,3700,1482751,1753087,2146303,2195455,2326527,2424831
38,102,102,37.112,25148.07,13406.188157894738,3800,1515519,1794047,2195455,2244607,2375679,2473983
39,1149,104,37.199,25848.2,13725.214102564103,3900,1556479,1851391,2260991,2310143,2441215,2539519
40,101,104,38.186,26571.42,14046.36925,4000,1589247,1892351,2310143,2375679,2506751,2605055
41,54,102,40.035,27007.32,14362.49,4100,1630207,1933311,2375679,2408447,2539519,2654207
42,15,90,46.349,30400.29,14744.342380952381,4200,1671167,1990655,2457599,2686975,2850815,2981887
43,6,69,61.671,41111.77,15357.538372093024,4300,1728511,2072575,2654207,3571711,3817471,4014079
44,55,69,63.481,50655.27,16159.759545454546,4400,1794047,2179071,3440639,4521983,4784127,4980735
45,55,68,65.287,52513.28,16967.615555555556,4500,1875967,2310143,3997695,4685823,4947967,5144575
46,55,68,67.098,54383.55,17781.005434782608,4600,1949695,2457599,4423679,4849663,5111807,5341183
47,107,69,68.028,55743.75,18588.72340425532,4700,2047999,2686975,4685823,4980735,5242879,5472255
48,109,69,68.948,57225.98,19393.66625,4800,2129919,3014655,4849663,5111807,5406719,5636095
49,109,70,69.859,57995.38,20181.456326530613,4900,2244607,3325951,5013503,5177343,5472255,5701631
50,7692,71,69.875,58449.1,20946.8092,5000,2342911,3588095,5111807,5210111,5505023,5734399
51,55,71,71.684,58229.15,21677.835490196077,5100,2473983,3784703,5210111,5242879,5505023,5734399
52,109,71,72.595,55398.13,22326.302692307694,5200,2605055,3932159,5242879,4947967,5210111,5439487
53,109,72,73.506,56305.73,22967.42396226415,5300,2768895,4063231,5275647,5013503,5308415,5537791
54,14285,73,73.514,56820.0,23594.32351851852,5400,2932735,4177919,5308415,5079039,5341183,5570559
55,36,72,76.229,57798.21,24216.212363636365,5500,3080191,4292607,5341183,5144575,5439487,5668863
56,27,70,79.844,62193.67,24894.38125,5600,3244031,4390911,5406719,5537791,5865471,6094847
57,54,69,81.677,64681.87,25592.407368421053,5700,3391487,4521983,5505023,5767167,6094847,6356991
58,55,69,83.487,66846.05,26303.677068965517,5800,3538943,4620287,5570559,5963775,6291455,6553599
59,55,69,85.299,68423.39,27017.570508474575,5900,3653631,4718591,5668863,6094847,6455295,6717439
60,109,69,86.213,69728.89,27729.425833333335,6000,3768319,4784127,5799935,6225919,6553599,6848511
61,109,70,87.124,71185.67,28441.823278688524,6100,3883007,4882431,5996543,6356991,6717439,6979583
62,109,70,88.037,72002.28,29144.41129032258,6200,3997695,4980735,6160383,6422527,6782975,7077887
63,109,70,88.948,72390.41,29830.855714285713,6300,4095999,5046271,6291455,6455295,6815743,7110655
64,4545,71,88.97,72511.53,30497.74125,6400,4194303,5144575,6389759,6488063,6848511,7110655
65,27,70,92.58,73240.63,31155.324153846155,6500,4292607,5210111,6488063,6520831,6881279,7176191
66,36,69,95.289,77102.15,31851.488181818182,6600,4390911,5275647,6586367,6881279,7241727,7569407
67,55,69,97.101,79026.5,32555.592835820895,6700,4456447,5373951,6717439,7045119,7438335,7766015
68,55,68,98.913,81109.92,33269.62705882353,6800,4554751,5439487,6815743,7208959,7634943,7962623
69,110,69,99.822,82432.08,33982.1263768116,6900,4620287,5537791,6946815,7340031,7766015,8093695
70,107,69,100.756,83112.1,34683.98314285714,7000,4718591,5603327,7045119,7405567,7831551,8159231
71,106,69,101.699,83944.2,35377.789014084505,7100,4784127,5701631,7176191,7471103,7897087,8257535
72,27,68,105.313,84831.62,36064.647777777776,7200,4882431,5767167,7274495,7536639,7995391,8323071
73,55,68,107.124,88325.92,36780.55561643836,7300,4947967,5898239,7438335,7864319,8323071,8716287
74,36,67,109.834,90300.32,37503.795675675676,7400,5013503,5996543,7602175,8028159,8519679,8847359
75,110,67,110.744,92245.08,38233.67946666667,7500,5079039,6127615,7733247,8224767,8716287,9043967
76,55,67,112.555,93397.85,38959.52381578947,7600,5177343,6225919,7864319,8323071,8781823,9175039
77,109,67,113.467,94950.86,39686.68402597403,7700,5242879,6356991,7995391,8454143,8978431,9306111
78,109,68,114.381,95960.57,40408.1441025641,7800,5308415,6455295,8126463,8585215,9043967,9437183
79,109,68,115.294,97352.44,41128.957974683544,7900,5406719,6553599,8257535,8716287,9175039,9568255
80,109,68,116.205,97975.21,41839.536125,8000,5472255,6651903,8454143,8716287,9240575,9633791
81,104,69,117.161,98228.77,42535.69950617284,8100,5537791,6750207,8519679,8781823,9240575,9633791
82,107,69,118.093,98642.26,43219.92585365853,8200,5603327,6815743,8650751,8781823,9306111,9699327
83,2702,70,118.131,99444.68,43897.33253012048,8300,5668863,6914047,8781823,8912895,9371647,9764863
84,106,70,119.069,100167.36,44567.21380952381,8400,5767167,7012351,8847359,8978431,9437183,9830399
85,27,69,122.687,101767.55,45240.15894117647,8500,5832703,7110655,8978431,9043967,9568255,10027007
86,36,68,125.403,105111.33,45936.33534883721,8600,5931007,7208959,9043967,9371647,9895935,10354687
87,55,68,127.212,107108.68,46639.465747126436,8700,5996543,7307263,9175039,9568255,10092543,10551295
88,55,68,129.024,109305.42,47351.578863636365,8800,6094847,7405567,9306111,9764863,10289151,10747903
89,109,68,129.937,110545.5,48061.62292134832,8900,6193151,7503871,9371647,9895935,10420223,10878975
90,55,68,131.75,112177.99,48774.027,9000,6258687,7634943,9502719,10027007,10551295,11010047
91,109,68,132.662,113197.07,49481.97252747253,9100,6356991,7733247,9568255,10092543,10682367,11141119
92,20000,69,132.667,113889.97,50182.05945652174,9200,6422527,7831551,9699327,10158079,10747903,11206655
93,109,69,133.578,114673.22,50875.51279569892,9300,6520831,7929855,9830399,10223615,10813439,11272191
94,2222,70,133.623,114162.47,51548.77829787234,9400,6619135,8028159,9961471,10223615,10747903,11206655
95,107,70,134.554,114272.98,52209.03305263158,9500,6684671,8093695,10092543,10223615,10747903,11206655
96,106,70,135.496,114930.66,52862.38333333333,9600,6750207,8191999,10158079,10223615,10813439,11272191
97,106,71,136.436,115695.49,53510.14731958763,9700,6815743,8257535,10223615,10354687,10878975,11337727
98,22,69,140.958,117952.83,54167.72571428571,9800,6914047,8355839,10354687,10485759,11075583,11599871
99,109,69,141.874,121273.16,54845.55838383838,9900,6979583,8454143,10485759,10813439,11403263,11927551
100,36,69,144.59,123130.17,55528.4045,10000,7045119,8585215,10551295,11010047,11599871,12124159
101,108,69,145.512,125464.2,56220.83811881188,10100,7143423,8650751,10682367,11206655,11796479,12320767
102,55,69,147.32,126517.91,56910.025098039216,10200,7208959,8781823,10813439,11272191,11927551,12451839
103,109,69,148.232,128329.16,57603.41475728156,10300,7307263,8847359,10878975,11468799,12124159,12582911
104,109,69,149.144,129099.57,58290.87778846154,10400,7405567,8912895,11010047,11534335,12189695,12713983
105,109,69,150.055,129611.16,58970.118571428575,10500,7471103,9043967,11141119,11534335,12189695,12713983
106,7692,70,150.068,130200.68,59642.105,10600,7536639,9109503,11206655,11599871,12255231,12779519
107,105,70,151.014,130209.12,60301.60981308411,10700,7634943,9175039,11337727,11599871,12255231,12779519
108,106,71,151.954,130539.58,60951.961388888885,10800,7700479,9306111,11403263,11665407,12320767,12845055
109,2631,71,151.993,131200.87,61596.44678899083,10900,7766015,9371647,11468799,11730943,12386303,12910591
110,55,71,153.81,132157.77,62237.91336363636,11000,7864319,9437183,11599871,11796479,12451839,12976127
111,108,71,154.734,133122.65,62876.51459459459,11100,7929855,9502719,11730943,11862015,12517375,13107199
112,9090,72,154.746,133867.33,63510.36116071429,11200,7995391,9568255,11796479,11927551,12648447,13172735
113,110,72,155.655,134351.98,64137.27814159292,11300,8060927,9699327,11927551,11993087,12648447,13172735
114,54,72,157.475,135128.18,64760.005350877196,11400,8126463,9764863,11993087,12058623,12713983,13303807
115,109,72,158.386,136950.32,65387.747217391305,11500,8224767,9830399,12058623,12189695,12910591,13434879
